HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 217: Civil Structures | Civil - Bridges | Framing | Civil Structures\Civil - Bridges\Framing\BFRH | - | - | - | - | - | FRM | 3 | BFRH | Framing Horizontal Brace | Civil | Framing |  |  |  | Not Applicable (leave it empty) |  | Pr_20_85_84_88 | Tension or compression bracing products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 218: Civil Structures | Civil - Retaining Walls + Miscellaneous | Framing | Civil Structures\Civil - Retaining Walls + Miscellaneous\Framing\RFRH | - | - | - | - | - | FRM | 3 | RFRH | Framing Horizontal Brace | Civil | Framing |  |  |  | Not Applicable (leave it empty) |  | Pr_20_85_84_88 | Tension or compression bracing products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 230: Precinct Civil | Civil - Lighting | Pit | Precinct Civil\Civil - Lighting\Pit\LHYP | - | - | - | - | - | PIT | 3 | LHYP | Hydraulics Pit | Civil | Pit |  |  |  | Refer to Systems Table |  | Pr_65_52_96 | Drainage pits and chambers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 231: Precinct Civil | Civil - Drainage | Pipe Fitting | Precinct Civil\Civil - Drainage\Pipe Fitting\DINO | HY | Hydraulic Services | DR | Drainage | HYDR | NA | 3 | DINO | Inspection Opening | Civil | Pipe Fitting |  |  |  | Refer to Systems Table |  | Pr_65_52_01_01 | Access and inspection chambers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 239: Precinct Civil | Civil - Lighting | Light Fitting | Precinct Civil\Civil - Lighting\Light Fitting\LLFI | CI | Civil | GE | General | CIGE | LHT | 1 | LLFI | Light Fitting | Civil | Light Fitting |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_70_48 | Luminaires, lighting track and lighting accessories | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 246: Precinct Civil | Civil - Drainage | Pipe Fitting | Precinct Civil\Civil - Drainage\Pipe Fitting\DPIF | - | - | - | - | - | PWK | 3 | DPIF | Pipe Fitting General | Civil | Pipe Fitting |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 247: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPIP | - | - | - | - | - | PWK | 3 | DPIP | Pipe General | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 248: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPSW | - | - | - | - | - | PWK | 3 | DPSW | Pipe Stormwater | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 259: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPSM | - | - | - | - | - | NA | 3 | DPSM | Sewer Main Pipe | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 261: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPSP | - | - | - | - | - | SEJ | 3 | DPSP | Sewer Property Connection Pipe | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 270: Precinct Civil | Civil - Lighting | Conduit | Precinct Civil\Civil - Lighting\Conduit\LTSC | - | - | - | - | - | NA | 3 | LTSC | Traffic Signal Conduit | Civil | Conduit |  |  |  | Refer to Systems Table |  | Pr_65_70_11_30 | Flexible conduit | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 274: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPWM | - | - | - | - | - | SWM | 3 | DPWM | Water Main Pipe | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 275: Precinct Civil | Civil - Drainage | Pipe | Precinct Civil\Civil - Drainage\Pipe\DPWP | - | - | - | - | - | WPM | 3 | DPWP | Water Property Connection Pipe | Civil | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 276: Civil Structures | Civil - Bridges | Wall | Civil Structures\Civil - Bridges\Wall\BPEN | - | - | - | - | - | NA | 3 | BPEN | Fire Penetration | Civil | Wall |  |  |  | Not Applicable (leave it empty) |  | Pr_25_80_81 | Smoke and fire-stopping | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 294: Building Services | Electrical and Instrumentation - HV | Cable Ladder | Building Services\Electrical and Instrumentation - HV\Cable Ladder\HFHV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | HFHV | Fire Rated HV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 295: Building Services | Electrical and Instrumentation - LV | Cable Ladder | Building Services\Electrical and Instrumentation - LV\Cable Ladder\LFHV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | LFHV | Fire Rated HV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 296: Building Services | Electrical and Instrumentation - HV | Cable Ladder | Building Services\Electrical and Instrumentation - HV\Cable Ladder\HFLV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | HFLV | Fire Rated LV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 297: Building Services | Electrical and Instrumentation - LV | Cable Ladder | Building Services\Electrical and Instrumentation - LV\Cable Ladder\LFLV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | LFLV | Fire Rated LV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 298: Building Services | Electrical and Instrumentation - HV | Cable Ladder | Building Services\Electrical and Instrumentation - HV\Cable Ladder\HNLV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | HNLV | Non-Fire Rated LV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 299: Building Services | Electrical and Instrumentation - LV | Cable Ladder | Building Services\Electrical and Instrumentation - LV\Cable Ladder\LNLV | EL | Electrical Services | GE | General | ELGE | LDR | 3 | LNLV | Non-Fire Rated LV Ladder | Electrical and Instrumentation | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 300: Building Services | Electrical and Instrumentation - HV | Cable Ladder Fittings | Building Services\Electrical and Instrumentation - HV\Cable Ladder Fittings\HCFT | EL | Electrical Services | GE | General | ELGE | CBL | 3 | HCFT | Cable Ladder Fittings | Electrical and Instrumentation | Cable Ladder Fittings |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 301: Building Services | Electrical and Instrumentation - LV | Cable Ladder Fittings | Building Services\Electrical and Instrumentation - LV\Cable Ladder Fittings\LCFT | EL | Electrical Services | GE | General | ELGE | CBL | 3 | LCFT | Cable Ladder Fittings | Electrical and Instrumentation | Cable Ladder Fittings |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 302: Building Services | Electrical and Instrumentation - HV | Cable Tray | Building Services\Electrical and Instrumentation - HV\Cable Tray\HCTY | EL | Electrical Services | GE | General | ELGE | CBL | 3 | HCTY | Cable Tray | Electrical and Instrumentation | Cable Tray |  |  |  | Refer to Systems Table |  | Pr_65_70_11_17 | Cable trays | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 303: Building Services | Electrical and Instrumentation - LV | Cable Tray | Building Services\Electrical and Instrumentation - LV\Cable Tray\LCTY | EL | Electrical Services | GE | General | ELGE | CBL | 3 | LCTY | Cable Tray | Electrical and Instrumentation | Cable Tray |  |  |  | Refer to Systems Table |  | Pr_65_70_11_17 | Cable trays | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 304: Building Services | Electrical and Instrumentation - HV | Cable Tray Fittings | Building Services\Electrical and Instrumentation - HV\Cable Tray Fittings\HCTF | EL | Electrical Services | GE | General | ELGE | CBL | 3 | HCTF | Cable Tray Fittings | Electrical and Instrumentation | Cable Tray Fittings |  |  |  | Refer to Systems Table |  | Pr_65_70_11_17 | Cable trays | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
